conversation_id,patient_message,doctor_response,intent,sentiment,summary,key_points
11,Can you prescribe something stronger for my chronic back pain?,The clinical protocol indicates that medication adjustment may be warranted based on reported efficacy.,ask_prescription,formal,Patient asked for medication renewal or advice. Communication was professional and technical.,"prescribe, something, stronger, chronic, pain?"
12,The billing department charged me for services I never received.,I sincerely apologize for this experience - it's completely our fault and we will make it right.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"billing, department, charged, services, never"
13,There's sharp pain in my lower right abdomen that comes and goes.,That sounds notable. Have you noticed any triggers or patterns to when this occurs?,discuss_symptoms,neutral,Patient described current health symptoms. Communication was matter-of-fact.,"There's, sharp, lower, right, abdomen"
14,My blood sugar levels have stabilized - do I still need the same dosage?,Hey there! So good to hear from you! How are you feeling after our last appointment?,follow_up,friendly,Patient followed up regarding previous consultation. Communication was warm and personable.,"blood, sugar, levels, stabilized, still"
15,I've had a persistent headache for three days now with blurred vision.,I'm genuinely concerned about what you're experiencing. Let's take these symptoms very seriously.,discuss_symptoms,concerned,Patient described current health symptoms. Communication expressed worry or caution.,"persistent, headache, three, blurred, vision."
16,I've had a persistent headache for three days now with blurred vision.,These symptoms need immediate investigation. I'm going to expedite some tests right away.,discuss_symptoms,urgent,Patient described current health symptoms. Communication emphasized immediate action needed.,"persistent, headache, three, blurred, vision."
17,I'm having bad side effects from the new medication - can we switch?,I can certainly renew that. Has your current dosage been effective for you?,ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"having, effects, medication, switch?"
18,The doctor didn't explain my diagnosis clearly - I have many unanswered questions.,This level of service is completely unacceptable. I share your frustration entirely.,complaint,negative,Patient reported dissatisfaction or issues. Communication expressed concerns or dissatisfaction.,"doctor, didn't, explain, diagnosis, clearly"
19,I completed the treatment but still feel fatigued - what next?,The post-procedure assessment indicates satisfactory healing with no contraindications for resuming normal activity.,follow_up,formal,Patient followed up regarding previous consultation. Communication was professional and technical.,"completed, treatment, still, fatigued, next?"
20,Could I get an appointment with the cardiology department?,"Upon reviewing the physician's calendar, there is availability on Thursday at 2:15pm or Friday at 10:30am.",request_appointment,formal,Patient requested a future consultation. Communication was professional and technical.,"Could, appointment, cardiology, department?"
21,There's a strange numbness in my left arm that won't go away.,These symptoms are concerning and require immediate attention. I'm not satisfied with what I'm hearing.,discuss_symptoms,negative,Patient described current health symptoms. Communication expressed concerns or dissatisfaction.,"There's, strange, numbness, won't, away."
22,Do you provide interpreter services for non-English speakers?,Insurance verification protocols require submission of credentials 48 hours prior to scheduled appointments.,general_questions,formal,Patient asked general information about services. Communication was professional and technical.,"provide, interpreter, services, non-English, speakers?"
23,I completed the treatment but still feel fatigued - what next?,These follow-up symptoms require urgent attention. Can you come to the office today?,follow_up,urgent,Patient followed up regarding previous consultation. Communication emphasized immediate action needed.,"completed, treatment, still, fatigued, next?"
24,Are there any weekend slots available for a general consultation?,"Upon reviewing the physician's calendar, there is availability on Thursday at 2:15pm or Friday at 10:30am.",request_appointment,formal,Patient requested a future consultation. Communication was professional and technical.,"there, weekend, slots, available, general"
25,"My joints are swollen and painful, especially in the mornings.","You know, I had another patient with similar issues last week - don't worry, we'll get to the bottom of this!",discuss_symptoms,friendly,Patient described current health symptoms. Communication was warm and personable.,"joints, swollen, painful,, especially, mornings."
26,I'm having bad side effects from the new medication - can we switch?,"Upon review of your medical history, a prescription renewal is authorized pending pharmacy verification.",ask_prescription,formal,Patient asked for medication renewal or advice. Communication was professional and technical.,"having, effects, medication, switch?"
27,I completed the treatment but still feel fatigued - what next?,These test results raise some concerns for me. Let's take a closer look at what's happening.,follow_up,concerned,Patient followed up regarding previous consultation. Communication expressed worry or caution.,"completed, treatment, still, fatigued, next?"
28,Your online portal isn't working and I can't access my medical records.,This requires immediate attention. I'm escalating this to our director right now.,complaint,urgent,Patient reported dissatisfaction or issues. Communication emphasized immediate action needed.,"online, portal, isn't, working, can't"
29,The doctor didn't explain my diagnosis clearly - I have many unanswered questions.,I sincerely apologize for this experience - it's completely our fault and we will make it right.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"doctor, didn't, explain, diagnosis, clearly"
30,Do I need a new prescription for my ongoing thyroid medication?,I'm sorry you've been experiencing these medication issues. That must be frustrating.,ask_prescription,apologetic,Patient asked for medication renewal or advice. Communication included regret or apologies.,"prescription, ongoing, thyroid, medication?"
31,I'm traveling abroad and need a 3-month supply of my blood thinners.,"Upon review of your medical history, a prescription renewal is authorized pending pharmacy verification.",ask_prescription,formal,Patient asked for medication renewal or advice. Communication was professional and technical.,"traveling, abroad, 3-month, supply, blood"
32,Can I book a follow-up with Dr. Smith for my post-op check?,"Based on what you're describing, I think we should get you in sooner rather than later. How's tomorrow?",request_appointment,concerned,Patient requested a future consultation. Communication expressed worry or caution.,"follow-up, Smith, post-op, check?"
33,I completed the treatment but still feel fatigued - what next?,I'm actually quite worried about these lingering symptoms. They shouldn't still be present.,follow_up,concerned,Patient followed up regarding previous consultation. Communication expressed worry or caution.,"completed, treatment, still, fatigued, next?"
34,Where can I park when coming for my appointment?,We accept most major insurance plans. May I have your member ID to verify?,general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"Where, coming, appointment?"
35,I need to schedule my annual diabetes screening and checkup.,"Upon reviewing the physician's calendar, there is availability on Thursday at 2:15pm or Friday at 10:30am.",request_appointment,formal,Patient requested a future consultation. Communication was professional and technical.,"schedule, annual, diabetes, screening, checkup."
36,I need to schedule my annual diabetes screening and checkup.,Let me check our availability. Are you looking for something this week or next?,request_appointment,neutral,Patient requested a future consultation. Communication was matter-of-fact.,"schedule, annual, diabetes, screening, checkup."
37,I noticed blood in my urine this morning with some burning sensation.,"According to clinical guidelines, these symptoms necessitate a comprehensive examination and possibly diagnostic imaging.",discuss_symptoms,formal,Patient described current health symptoms. Communication was professional and technical.,"noticed, blood, urine, morning, burning"
38,There's a strange numbness in my left arm that won't go away.,"Given what you've described, we need to run tests immediately. This requires urgent attention.",discuss_symptoms,urgent,Patient described current health symptoms. Communication emphasized immediate action needed.,"There's, strange, numbness, won't, away."
39,Could I get an appointment with the cardiology department?,Let me check our availability. Are you looking for something this week or next?,request_appointment,neutral,Patient requested a future consultation. Communication was matter-of-fact.,"Could, appointment, cardiology, department?"
40,The antibiotics helped but my sinus infection isn't completely gone.,I'm not satisfied with your progress. These symptoms indicate the treatment isn't working.,follow_up,negative,Patient followed up regarding previous consultation. Communication expressed concerns or dissatisfaction.,"antibiotics, helped, sinus, infection, isn't"
41,Do you provide interpreter services for non-English speakers?,Great question! We're pleased to offer extended holiday hours for your convenience.,general_questions,positive,Patient asked general information about services. Communication had an optimistic tone.,"provide, interpreter, services, non-English, speakers?"
42,Do I need a new prescription for my ongoing thyroid medication?,This is critical - I'm sending an emergency prescription to your pharmacy to be ready within the hour.,ask_prescription,urgent,Patient asked for medication renewal or advice. Communication emphasized immediate action needed.,"prescription, ongoing, thyroid, medication?"
43,My blood sugar levels have stabilized - do I still need the same dosage?,The post-procedure assessment indicates satisfactory healing with no contraindications for resuming normal activity.,follow_up,formal,Patient followed up regarding previous consultation. Communication was professional and technical.,"blood, sugar, levels, stabilized, still"
44,Where can I park when coming for my appointment?,We accept most major insurance plans. May I have your member ID to verify?,general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"Where, coming, appointment?"
45,There's a strange numbness in my left arm that won't go away.,"Given what you've described, we need to run tests immediately. This requires urgent attention.",discuss_symptoms,urgent,Patient described current health symptoms. Communication emphasized immediate action needed.,"There's, strange, numbness, won't, away."
46,Can you prescribe something stronger for my chronic back pain?,I apologize for the confusion with your prescription. Let me fix this right away.,ask_prescription,apologetic,Patient asked for medication renewal or advice. Communication included regret or apologies.,"prescribe, something, stronger, chronic, pain?"
47,The prescription you sent was out of stock at my pharmacy with no alternatives.,This requires immediate attention. I'm escalating this to our director right now.,complaint,urgent,Patient reported dissatisfaction or issues. Communication emphasized immediate action needed.,"prescription, stock, pharmacy, alternatives."
48,There's a strange numbness in my left arm that won't go away.,I'm quite worried about these symptoms. They indicate a potentially serious condition we need to address.,discuss_symptoms,negative,Patient described current health symptoms. Communication expressed concerns or dissatisfaction.,"There's, strange, numbness, won't, away."
49,The receptionist was very rude when I called to reschedule.,I sincerely apologize for this experience - it's completely our fault and we will make it right.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"receptionist, called, reschedule."
50,How do I get a copy of my medical records transferred to another provider?,We accept most major insurance plans. May I have your member ID to verify?,general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"medical, records, transferred, another, provider?"
51,I lost my prescription slip for the antibiotics - can you reissue?,I'm concerned about renewing this medication without seeing you first. These side effects are troubling.,ask_prescription,negative,Patient asked for medication renewal or advice. Communication expressed concerns or dissatisfaction.,"prescription, antibiotics, reissue?"
52,I'd like to make a same-day urgent appointment if possible.,"Given your situation, I'll rearrange the schedule to fit you in today. This can't wait.",request_appointment,urgent,Patient requested a future consultation. Communication emphasized immediate action needed.,"same-day, urgent, appointment, possible."
53,The physical therapy exercises caused more pain - is this normal?,"Given what you're describing, I need you to come in immediately for reassessment.",follow_up,urgent,Patient followed up regarding previous consultation. Communication emphasized immediate action needed.,"physical, therapy, exercises, caused, normal?"
54,I've been tracking my blood pressure as instructed - should I continue the meds?,Let's review your case. What improvements have you noticed with the treatment?,follow_up,neutral,Patient followed up regarding previous consultation. Communication was matter-of-fact.,"tracking, blood, pressure, instructed, should"
55,Do I need a new prescription for my ongoing thyroid medication?,"Given your situation, I'm authorizing an immediate refill that you can pick up today.",ask_prescription,urgent,Patient asked for medication renewal or advice. Communication emphasized immediate action needed.,"prescription, ongoing, thyroid, medication?"
56,I have severe diarrhea and vomiting since last night - can't keep anything down.,These symptoms are concerning and require immediate attention. I'm not satisfied with what I'm hearing.,discuss_symptoms,negative,Patient described current health symptoms. Communication expressed concerns or dissatisfaction.,"severe, diarrhea, vomiting, since, night"
57,Do I need a new prescription for my ongoing thyroid medication?,I can certainly renew that. Has your current dosage been effective for you?,ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"prescription, ongoing, thyroid, medication?"
58,My child needs a sports physical - do you have pediatric appointments tomorrow?,The scheduling protocol allows for a consultation on the requested date pending insurance verification.,request_appointment,formal,Patient requested a future consultation. Communication was professional and technical.,"child, needs, sports, physical, pediatric"
59,I need to schedule my annual diabetes screening and checkup.,"You know what, I remember you from your last visit! Let's find a perfect time that works for you.",request_appointment,friendly,Patient requested a future consultation. Communication was warm and personable.,"schedule, annual, diabetes, screening, checkup."
60,Which hospital are you affiliated with for emergencies?,Great question! We're pleased to offer extended holiday hours for your convenience.,general_questions,positive,Patient asked general information about services. Communication had an optimistic tone.,"Which, hospital, affiliated, emergencies?"
61,What's your policy on late cancellations?,I'm happy to confirm that we accept your insurance with excellent coverage options.,general_questions,positive,Patient asked general information about services. Communication had an optimistic tone.,"What's, policy, cancellations?"
62,My child needs a sports physical - do you have pediatric appointments tomorrow?,"Given your situation, I'll rearrange the schedule to fit you in today. This can't wait.",request_appointment,urgent,Patient requested a future consultation. Communication emphasized immediate action needed.,"child, needs, sports, physical, pediatric"
63,There's sharp pain in my lower right abdomen that comes and goes.,That sounds notable. Have you noticed any triggers or patterns to when this occurs?,discuss_symptoms,neutral,Patient described current health symptoms. Communication was matter-of-fact.,"There's, sharp, lower, right, abdomen"
64,Can you prescribe something stronger for my chronic back pain?,"Upon review of your medical history, a prescription renewal is authorized pending pharmacy verification.",ask_prescription,formal,Patient asked for medication renewal or advice. Communication was professional and technical.,"prescribe, something, stronger, chronic, pain?"
65,Do you accept my new insurance plan?,"Our regular hours are 8am-6pm weekdays, with urgent care until 8pm.",general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"accept, insurance, plan?"
66,What's your policy on late cancellations?,"Oh, holidays are actually when we have our most flexible hours! We try to make it super convenient!",general_questions,friendly,Patient asked general information about services. Communication was warm and personable.,"What's, policy, cancellations?"
67,There's sharp pain in my lower right abdomen that comes and goes.,These symptoms raise some red flags for me. I want to make sure we don't miss anything important.,discuss_symptoms,concerned,Patient described current health symptoms. Communication expressed worry or caution.,"There's, sharp, lower, right, abdomen"
68,My pharmacy says they need prior authorization for my new cholesterol meds.,I can certainly renew that. Has your current dosage been effective for you?,ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"pharmacy, prior, authorization, cholesterol, meds."
69,I have severe diarrhea and vomiting since last night - can't keep anything down.,I'm genuinely concerned about what you're experiencing. Let's take these symptoms very seriously.,discuss_symptoms,concerned,Patient described current health symptoms. Communication expressed worry or caution.,"severe, diarrhea, vomiting, since, night"
70,It's been 2 weeks since my surgery - when should I come for a wound check?,Let's review your case. What improvements have you noticed with the treatment?,follow_up,neutral,Patient followed up regarding previous consultation. Communication was matter-of-fact.,"weeks, since, surgery, should, wound"
71,I have severe diarrhea and vomiting since last night - can't keep anything down.,I understand this must be worrying. How long exactly have you been experiencing these symptoms?,discuss_symptoms,neutral,Patient described current health symptoms. Communication was matter-of-fact.,"severe, diarrhea, vomiting, since, night"
72,I need to schedule my annual diabetes screening and checkup.,I regret to inform you that Dr. Smith's schedule is completely full for the next month.,request_appointment,negative,Patient requested a future consultation. Communication expressed concerns or dissatisfaction.,"schedule, annual, diabetes, screening, checkup."
73,What COVID safety measures are you currently following?,The facility operational hours during designated holidays are restricted to 10am-2pm for essential services only.,general_questions,formal,Patient asked general information about services. Communication was professional and technical.,"COVID, safety, measures, currently, following?"
74,There's sharp pain in my lower right abdomen that comes and goes.,"According to clinical guidelines, these symptoms necessitate a comprehensive examination and possibly diagnostic imaging.",discuss_symptoms,formal,Patient described current health symptoms. Communication was professional and technical.,"There's, sharp, lower, right, abdomen"
75,My blood sugar levels have stabilized - do I still need the same dosage?,The post-procedure assessment indicates satisfactory healing with no contraindications for resuming normal activity.,follow_up,formal,Patient followed up regarding previous consultation. Communication was professional and technical.,"blood, sugar, levels, stabilized, still"
76,I need to schedule my annual diabetes screening and checkup.,Let me check our availability. Are you looking for something this week or next?,request_appointment,neutral,Patient requested a future consultation. Communication was matter-of-fact.,"schedule, annual, diabetes, screening, checkup."
77,My blood sugar levels have stabilized - do I still need the same dosage?,I'm not satisfied with your progress. These symptoms indicate the treatment isn't working.,follow_up,negative,Patient followed up regarding previous consultation. Communication expressed concerns or dissatisfaction.,"blood, sugar, levels, stabilized, still"
78,I need to schedule a physical exam before my overseas trip next month.,I regret to inform you that Dr. Smith's schedule is completely full for the next month.,request_appointment,negative,Patient requested a future consultation. Communication expressed concerns or dissatisfaction.,"schedule, physical, before, overseas, month."
79,Can you prescribe something stronger for my chronic back pain?,I can certainly renew that. Has your current dosage been effective for you?,ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"prescribe, something, stronger, chronic, pain?"
80,There's sharp pain in my lower right abdomen that comes and goes.,I understand this must be worrying. How long exactly have you been experiencing these symptoms?,discuss_symptoms,neutral,Patient described current health symptoms. Communication was matter-of-fact.,"There's, sharp, lower, right, abdomen"
81,There's a strange numbness in my left arm that won't go away.,These symptoms raise some red flags for me. I want to make sure we don't miss anything important.,discuss_symptoms,concerned,Patient described current health symptoms. Communication expressed worry or caution.,"There's, strange, numbness, won't, away."
82,Where can I park when coming for my appointment?,The facility operational hours during designated holidays are restricted to 10am-2pm for essential services only.,general_questions,formal,Patient asked general information about services. Communication was professional and technical.,"Where, coming, appointment?"
83,The receptionist was very rude when I called to reschedule.,I appreciate you bringing this to our attention. We're always looking for ways to do better.,complaint,positive,Patient reported dissatisfaction or issues. Communication had an optimistic tone.,"receptionist, called, reschedule."
84,The nurse didn't return my urgent call about medication side effects.,I'm deeply troubled by what you experienced. This isn't the care standard we aim to provide.,complaint,concerned,Patient reported dissatisfaction or issues. Communication expressed worry or caution.,"nurse, didn't, return, urgent, about"
85,Your online portal isn't working and I can't access my medical records.,I'm deeply troubled by what you experienced. This isn't the care standard we aim to provide.,complaint,concerned,Patient reported dissatisfaction or issues. Communication expressed worry or caution.,"online, portal, isn't, working, can't"
86,The antidepressant dosage doesn't seem effective anymore - can we adjust?,The clinical protocol indicates that medication adjustment may be warranted based on reported efficacy.,ask_prescription,formal,Patient asked for medication renewal or advice. Communication was professional and technical.,"antidepressant, dosage, doesn't, effective, anymore"
87,I've had a persistent headache for three days now with blurred vision.,I'm quite worried about these symptoms. They indicate a potentially serious condition we need to address.,discuss_symptoms,negative,Patient described current health symptoms. Communication expressed concerns or dissatisfaction.,"persistent, headache, three, blurred, vision."
88,I'd like to make a same-day urgent appointment if possible.,"Based on what you're describing, I think we should get you in sooner rather than later. How's tomorrow?",request_appointment,concerned,Patient requested a future consultation. Communication expressed worry or caution.,"same-day, urgent, appointment, possible."
89,The nurse didn't return my urgent call about medication side effects.,This level of service is completely unacceptable. I share your frustration entirely.,complaint,negative,Patient reported dissatisfaction or issues. Communication expressed concerns or dissatisfaction.,"nurse, didn't, return, urgent, about"
90,The prescription you sent was out of stock at my pharmacy with no alternatives.,"I'm totally with you on this one - that experience wasn't okay, and we can do better!",complaint,friendly,Patient reported dissatisfaction or issues. Communication was warm and personable.,"prescription, stock, pharmacy, alternatives."
91,I've been tracking my blood pressure as instructed - should I continue the meds?,Hey there! So good to hear from you! How are you feeling after our last appointment?,follow_up,friendly,Patient followed up regarding previous consultation. Communication was warm and personable.,"tracking, blood, pressure, instructed, should"
92,The nurse didn't return my urgent call about medication side effects.,This requires immediate attention. I'm escalating this to our director right now.,complaint,urgent,Patient reported dissatisfaction or issues. Communication emphasized immediate action needed.,"nurse, didn't, return, urgent, about"
93,Can you prescribe something stronger for my chronic back pain?,No problem at all with that refill! I'll take care of it right away so you don't have to worry.,ask_prescription,friendly,Patient asked for medication renewal or advice. Communication was warm and personable.,"prescribe, something, stronger, chronic, pain?"
94,"My joints are swollen and painful, especially in the mornings.",These symptoms are concerning and require immediate attention. I'm not satisfied with what I'm hearing.,discuss_symptoms,negative,Patient described current health symptoms. Communication expressed concerns or dissatisfaction.,"joints, swollen, painful,, especially, mornings."
95,I noticed blood in my urine this morning with some burning sensation.,These symptoms raise some red flags for me. I want to make sure we don't miss anything important.,discuss_symptoms,concerned,Patient described current health symptoms. Communication expressed worry or caution.,"noticed, blood, urine, morning, burning"
96,I need to schedule my annual diabetes screening and checkup.,Let me check our availability. Are you looking for something this week or next?,request_appointment,neutral,Patient requested a future consultation. Communication was matter-of-fact.,"schedule, annual, diabetes, screening, checkup."
97,Do you provide interpreter services for non-English speakers?,"Our regular hours are 8am-6pm weekdays, with urgent care until 8pm.",general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"provide, interpreter, services, non-English, speakers?"
98,My child needs a sports physical - do you have pediatric appointments tomorrow?,I'd be happy to schedule that for you! We have some excellent time slots available.,request_appointment,positive,Patient requested a future consultation. Communication had an optimistic tone.,"child, needs, sports, physical, pediatric"
99,My child needs a sports physical - do you have pediatric appointments tomorrow?,I can help with that. Would you prefer an early morning or late afternoon appointment?,request_appointment,neutral,Patient requested a future consultation. Communication was matter-of-fact.,"child, needs, sports, physical, pediatric"
100,Where can I park when coming for my appointment?,"Our regular hours are 8am-6pm weekdays, with urgent care until 8pm.",general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"Where, coming, appointment?"
101,The rash has spread despite using the prescribed cream - what now?,These are excellent results. You're responding to treatment better than expected.,follow_up,positive,Patient followed up regarding previous consultation. Communication had an optimistic tone.,"spread, despite, using, prescribed, cream"
102,The nurse didn't return my urgent call about medication side effects.,Thank you so much for this feedback. It's patients like you who help us improve our services.,complaint,positive,Patient reported dissatisfaction or issues. Communication had an optimistic tone.,"nurse, didn't, return, urgent, about"
103,Do I need a new prescription for my ongoing thyroid medication?,This is critical - I'm sending an emergency prescription to your pharmacy to be ready within the hour.,ask_prescription,urgent,Patient asked for medication renewal or advice. Communication emphasized immediate action needed.,"prescription, ongoing, thyroid, medication?"
104,I've been tracking my blood pressure as instructed - should I continue the meds?,Glad you're following up. How have your symptoms progressed since we last spoke?,follow_up,neutral,Patient followed up regarding previous consultation. Communication was matter-of-fact.,"tracking, blood, pressure, instructed, should"
105,I completed the treatment but still feel fatigued - what next?,These are excellent results. You're responding to treatment better than expected.,follow_up,positive,Patient followed up regarding previous consultation. Communication had an optimistic tone.,"completed, treatment, still, fatigued, next?"
106,What's your policy on late cancellations?,"Oh, holidays are actually when we have our most flexible hours! We try to make it super convenient!",general_questions,friendly,Patient asked general information about services. Communication was warm and personable.,"What's, policy, cancellations?"
107,I've been waiting 45 minutes past my scheduled appointment time.,I sincerely apologize for this experience - it's completely our fault and we will make it right.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"waiting, minutes, scheduled, appointment, time."
108,What COVID safety measures are you currently following?,I'm happy to confirm that we accept your insurance with excellent coverage options.,general_questions,positive,Patient asked general information about services. Communication had an optimistic tone.,"COVID, safety, measures, currently, following?"
109,Do I need a new prescription for my ongoing thyroid medication?,"Hey, thanks for the heads-up about running low! I'll get that sent over to your pharmacy today.",ask_prescription,friendly,Patient asked for medication renewal or advice. Communication was warm and personable.,"prescription, ongoing, thyroid, medication?"
110,The biopsy results came back - can we discuss them at my next visit?,I'm actually quite worried about these lingering symptoms. They shouldn't still be present.,follow_up,concerned,Patient followed up regarding previous consultation. Communication expressed worry or caution.,"biopsy, results, discuss, visit?"
111,There's sharp pain in my lower right abdomen that comes and goes.,These symptoms are concerning and require immediate attention. I'm not satisfied with what I'm hearing.,discuss_symptoms,negative,Patient described current health symptoms. Communication expressed concerns or dissatisfaction.,"There's, sharp, lower, right, abdomen"
112,I need to schedule my annual diabetes screening and checkup.,"Upon reviewing the physician's calendar, there is availability on Thursday at 2:15pm or Friday at 10:30am.",request_appointment,formal,Patient requested a future consultation. Communication was professional and technical.,"schedule, annual, diabetes, screening, checkup."
113,I'm traveling abroad and need a 3-month supply of my blood thinners.,"Unfortunately, I cannot authorize this refill until we address these concerning lab results.",ask_prescription,negative,Patient asked for medication renewal or advice. Communication expressed concerns or dissatisfaction.,"traveling, abroad, 3-month, supply, blood"
114,I lost my prescription slip for the antibiotics - can you reissue?,"Great news! Your lab results look excellent, so I'm happy to continue your current medication.",ask_prescription,positive,Patient asked for medication renewal or advice. Communication had an optimistic tone.,"prescription, antibiotics, reissue?"
115,The antibiotics helped but my sinus infection isn't completely gone.,Let's review your case. What improvements have you noticed with the treatment?,follow_up,neutral,Patient followed up regarding previous consultation. Communication was matter-of-fact.,"antibiotics, helped, sinus, infection, isn't"
116,The doctor didn't explain my diagnosis clearly - I have many unanswered questions.,I sincerely apologize for this experience - it's completely our fault and we will make it right.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"doctor, didn't, explain, diagnosis, clearly"
117,The antibiotics helped but my sinus infection isn't completely gone.,I'm very encouraged by your progress! The treatment is working exactly as we hoped.,follow_up,positive,Patient followed up regarding previous consultation. Communication had an optimistic tone.,"antibiotics, helped, sinus, infection, isn't"
118,My insulin prescription is running low - can you send a refill to CVS?,I'm concerned about renewing this medication without seeing you first. These side effects are troubling.,ask_prescription,negative,Patient asked for medication renewal or advice. Communication expressed concerns or dissatisfaction.,"insulin, prescription, running, refill"
119,There's sharp pain in my lower right abdomen that comes and goes.,I understand this must be worrying. How long exactly have you been experiencing these symptoms?,discuss_symptoms,neutral,Patient described current health symptoms. Communication was matter-of-fact.,"There's, sharp, lower, right, abdomen"
120,It's been 2 weeks since my surgery - when should I come for a wound check?,The post-procedure assessment indicates satisfactory healing with no contraindications for resuming normal activity.,follow_up,formal,Patient followed up regarding previous consultation. Communication was professional and technical.,"weeks, since, surgery, should, wound"
121,Which hospital are you affiliated with for emergencies?,"Oh, holidays are actually when we have our most flexible hours! We try to make it super convenient!",general_questions,friendly,Patient asked general information about services. Communication was warm and personable.,"Which, hospital, affiliated, emergencies?"
122,I'm having bad side effects from the new medication - can we switch?,"These symptoms concern me - before renewing, I'd like to check if this medication is still right for you.",ask_prescription,concerned,Patient asked for medication renewal or advice. Communication expressed worry or caution.,"having, effects, medication, switch?"
123,The billing department charged me for services I never received.,The administrative team will conduct a thorough investigation into the reported procedural deviation.,complaint,formal,Patient reported dissatisfaction or issues. Communication was professional and technical.,"billing, department, charged, services, never"
124,I'm having bad side effects from the new medication - can we switch?,"Let me verify - you need a refill for your medication, correct?",ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"having, effects, medication, switch?"
125,The antidepressant dosage doesn't seem effective anymore - can we adjust?,I can certainly renew that. Has your current dosage been effective for you?,ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"antidepressant, dosage, doesn't, effective, anymore"
126,Do I need a new prescription for my ongoing thyroid medication?,The clinical protocol indicates that medication adjustment may be warranted based on reported efficacy.,ask_prescription,formal,Patient asked for medication renewal or advice. Communication was professional and technical.,"prescription, ongoing, thyroid, medication?"
127,I have severe diarrhea and vomiting since last night - can't keep anything down.,"I hear you're really going through a tough time with these symptoms. Let's figure this out together, okay?",discuss_symptoms,friendly,Patient described current health symptoms. Communication was warm and personable.,"severe, diarrhea, vomiting, since, night"
128,There's sharp pain in my lower right abdomen that comes and goes.,These symptoms need immediate investigation. I'm going to expedite some tests right away.,discuss_symptoms,urgent,Patient described current health symptoms. Communication emphasized immediate action needed.,"There's, sharp, lower, right, abdomen"
